category,sub_category,brand,model,material,color,quality,flag,pop1,pop2,time_online,sold,price
4.0,0.0,568.0,,24.0,3.0,2.0,0,11,66,546,0,5580.14
2.0,26.0,517.0,,66.0,18.0,1.0,0,5,63,419,1,789.64
2.0,9.0,499.0,,66.0,3.0,0.0,0,18,129,467,0,1719.14
4.0,4.0,1000.0,,55.0,1.0,2.0,0,1,63,82,1,1933.64
2.0,11.0,799.0,,47.0,3.0,2.0,0,2,26,0,1,4007.14
1.0,17.0,475.0,,24.0,24.0,2.0,1,70,222,454,0,13238.2
2.0,22.0,16.0,,9.0,4.0,1.0,0,0,9,23,1,1147.14
2.0,43.0,16.0,,24.0,3.0,2.0,0,9,58,262,1,2648.64
2.0,45.0,177.0,,61.0,15.0,2.0,0,4,32,708,0,718.14
2.0,52.0,499.0,,8.0,6.0,2.0,0,2,26,727,0,1933.64
2.0,21.0,852.0,,24.0,6.0,1.0,0,7,176,693,0,7868.14
0.0,40.0,705.0,,8.0,15.0,1.0,0,2,34,628,0,1004.14
2.0,21.0,1059.0,,8.0,9.0,2.0,0,24,107,385,0,1864.96
3.0,31.0,797.0,,28.0,11.0,2.0,0,8,88,657,0,2291.14
4.0,20.0,393.0,,24.0,6.0,1.0,0,4,102,394,1,326.9
2.0,26.0,541.0,,8.0,12.0,2.0,0,7,89,13,1,1504.64
0.0,48.0,705.0,,37.0,3.0,2.0,0,0,13,644,0,718.14
4.0,6.0,465.0,,55.0,8.0,1.0,0,4,37,1,1,2720.14
2.0,50.0,796.0,,8.0,12.0,1.0,0,4,49,11,1,861.14
1.0,17.0,943.0,81.0,56.0,16.0,2.0,0,29,341,116,1,5778.12
2.0,21.0,512.0,,66.0,16.0,2.0,0,6,61,200,1,1059.87
2.0,56.0,863.0,,47.0,23.0,1.0,0,1,15,45,1,546.54
2.0,52.0,354.0,,47.0,18.0,2.0,0,6,32,469,0,1647.64
2.0,21.0,666.0,,66.0,12.0,2.0,0,5,28,14,1,2117.18
1.0,17.0,488.0,,24.0,3.0,2.0,0,3,71,2,1,1218.64
2.0,52.0,236.0,,61.0,19.0,2.0,0,3,37,601,0,1018.44
2.0,26.0,754.0,,47.0,10.0,2.0,0,20,111,416,0,3543.54
2.0,52.0,330.0,,47.0,24.0,2.0,0,4,37,32,1,1943.26
2.0,11.0,271.0,,47.0,18.0,2.0,0,4,81,3,1,1862.14
1.0,17.0,439.0,,24.0,7.0,2.0,0,2,26,197,1,4007.14
3.0,33.0,959.0,,11.0,24.0,2.0,0,3,13,717,0,575.14
4.0,20.0,950.0,,7.0,4.0,1.0,0,3,55,651,0,646.64
4.0,53.0,666.0,,7.0,3.0,2.0,0,23,157,161,1,2863.14
1.0,17.0,49.0,,24.0,18.0,1.0,0,2,58,115,1,3578.14
2.0,11.0,863.0,,47.0,18.0,2.0,0,3,70,32,1,3435.14
2.0,21.0,465.0,,66.0,3.0,1.0,0,10,100,11,1,5351.34
4.0,14.0,895.0,,24.0,4.0,2.0,0,1,68,32,1,3146.33
4.0,53.0,291.0,,24.0,24.0,1.0,0,1,23,5,1,1550.71
4.0,39.0,907.0,,24.0,12.0,2.0,0,0,7,593,0,2848.84
1.0,17.0,943.0,81.0,32.0,3.0,2.0,0,16,205,28,1,7153.14
1.0,17.0,640.0,,24.0,3.0,2.0,0,5,69,4,1,5294.14
2.0,9.0,291.0,,8.0,13.0,2.0,0,3,44,554,0,2577.14
0.0,5.0,905.0,,24.0,3.0,1.0,0,10,82,222,1,403.54
2.0,26.0,517.0,,66.0,3.0,2.0,0,3,32,440,0,718.14
2.0,56.0,289.0,,8.0,16.0,2.0,0,5,46,2,1,2334.66
1.0,17.0,583.0,,24.0,3.0,2.0,0,6,58,2,1,4436.14
2.0,21.0,428.0,,8.0,4.0,2.0,0,3,34,34,1,1933.64
4.0,20.0,190.0,,24.0,18.0,2.0,0,11,43,206,1,2155.28
1.0,17.0,499.0,,24.0,8.0,0.0,0,1,53,21,1,855.49
2.0,29.0,291.0,,24.0,3.0,2.0,0,2,22,8,1,4007.14
4.0,0.0,943.0,,55.0,3.0,0.0,0,11,104,341,1,1290.14
2.0,21.0,290.0,,55.0,1.0,2.0,0,1,32,715,0,5008.14
4.0,0.0,465.0,,24.0,3.0,2.0,1,12,105,4,1,5719.25
2.0,11.0,557.0,,47.0,3.0,2.0,0,35,364,699,0,1862.14
2.0,22.0,530.0,,9.0,4.0,2.0,0,3,36,53,1,718.14
2.0,21.0,666.0,,8.0,18.0,1.0,0,4,38,284,1,932.64
0.0,5.0,907.0,,55.0,8.0,2.0,0,0,20,8,1,1089.94
2.0,21.0,1045.0,,8.0,20.0,1.0,0,10,125,607,0,1147.14
2.0,52.0,863.0,,56.0,3.0,2.0,0,4,20,67,1,575.14
2.0,21.0,289.0,,15.0,6.0,2.0,0,21,89,390,0,8583.14
4.0,39.0,890.0,,33.0,17.0,2.0,0,7,95,414,1,1769.35
2.0,11.0,466.0,,56.0,3.0,2.0,0,7,60,455,0,2296.41
2.0,56.0,2.0,,66.0,3.0,2.0,0,16,116,220,1,809.39
2.0,21.0,796.0,,61.0,21.0,2.0,0,3,34,701,0,8726.14
4.0,20.0,890.0,,55.0,3.0,2.0,0,9,40,427,0,2416.42
2.0,26.0,520.0,,66.0,15.0,2.0,0,1,49,327,1,332.04
2.0,30.0,444.0,,23.0,17.0,2.0,0,3,47,92,1,2148.14
2.0,26.0,799.0,,66.0,12.0,2.0,0,7,57,1,1,2720.14
2.0,21.0,779.0,,56.0,21.0,2.0,0,3,15,369,0,3149.14
4.0,53.0,633.0,,24.0,24.0,2.0,0,1,14,1,1,4293.14
2.0,26.0,541.0,,8.0,21.0,2.0,0,3,35,3,1,1232.94
4.0,20.0,907.0,,24.0,3.0,2.0,0,4,23,570,0,2848.84
2.0,22.0,349.0,,9.0,3.0,2.0,0,0,20,184,1,832.54
1.0,17.0,720.0,179.0,8.0,0.0,1.0,0,15,158,204,1,1373.03
4.0,20.0,396.0,,33.0,19.0,2.0,0,4,53,103,1,1790.64
1.0,17.0,720.0,179.0,24.0,6.0,2.0,0,6,41,8,1,5519.02
2.0,52.0,291.0,,8.0,15.0,2.0,0,5,60,68,1,446.44
2.0,11.0,465.0,,47.0,11.0,0.0,0,20,200,40,1,2863.14
2.0,27.0,547.0,,8.0,6.0,2.0,0,3,40,550,0,989.84
2.0,52.0,666.0,,8.0,25.0,2.0,0,1,15,3,1,1132.84
1.0,17.0,1000.0,,24.0,3.0,1.0,0,3,43,556,0,2233.94
2.0,11.0,488.0,,39.0,4.0,2.0,0,3,69,57,1,1433.14
0.0,40.0,931.0,,66.0,3.0,2.0,0,2,6,5,1,1290.14
4.0,6.0,1000.0,,24.0,3.0,2.0,0,13,68,430,0,1576.14
4.0,4.0,179.0,,32.0,3.0,2.0,0,0,32,666,0,1147.03
2.0,11.0,859.0,,47.0,23.0,2.0,0,4,143,25,1,2461.09
2.0,11.0,495.0,,39.0,18.0,1.0,0,19,299,136,1,19022.14
1.0,8.0,541.0,,24.0,1.0,2.0,0,4,119,49,1,560.84
4.0,0.0,16.0,,55.0,1.0,2.0,0,8,36,1,1,2863.14
2.0,9.0,488.0,,32.0,18.0,2.0,0,13,129,3,1,3649.64
2.0,21.0,47.0,,66.0,3.0,2.0,0,0,41,21,1,695.43
2.0,21.0,466.0,,24.0,3.0,2.0,0,3,70,82,1,4962.77
4.0,53.0,943.0,,39.0,24.0,1.0,0,4,86,300,1,568.1
0.0,44.0,890.0,,47.0,19.0,2.0,0,2,28,14,1,1433.14
4.0,20.0,907.0,,33.0,3.0,1.0,0,2,15,714,0,861.14
2.0,11.0,470.0,,61.0,23.0,2.0,0,7,46,665,0,2462.74
2.0,11.0,943.0,,47.0,3.0,2.0,0,5,36,580,0,1719.14
1.0,17.0,1048.0,,24.0,3.0,1.0,0,18,118,404,0,3076.49
3.0,7.0,633.0,,28.0,22.0,2.0,0,0,28,0,1,1433.14
2.0,52.0,476.0,,8.0,24.0,1.0,0,9,26,719,0,1833.54
2.0,45.0,541.0,,56.0,12.0,2.0,0,7,14,397,0,746.74
1.0,17.0,1087.0,,24.0,12.0,2.0,0,12,135,68,1,2148.14
0.0,40.0,333.0,,3.0,7.0,1.0,0,0,41,3,1,1733.44
3.0,7.0,289.0,,28.0,22.0,2.0,0,15,117,250,1,1132.84
2.0,45.0,808.0,,39.0,3.0,2.0,0,0,21,6,1,1719.14
2.0,45.0,2.0,,47.0,18.0,2.0,0,3,26,404,1,407.0
2.0,11.0,512.0,,8.0,3.0,2.0,0,7,106,64,1,1278.03
2.0,11.0,681.0,,47.0,12.0,1.0,0,2,30,377,0,1974.36
4.0,0.0,475.0,,55.0,16.0,2.0,0,1,57,0,1,4293.14
2.0,52.0,1051.0,,8.0,24.0,1.0,0,4,37,0,1,1218.64
4.0,0.0,16.0,,24.0,0.0,2.0,0,23,178,199,1,3792.64
2.0,52.0,644.0,,47.0,3.0,2.0,0,0,7,1,1,1451.49
1.0,17.0,1059.0,,24.0,21.0,2.0,0,5,64,117,1,4865.14
4.0,39.0,741.0,,24.0,3.0,2.0,0,6,25,472,0,2848.84
2.0,52.0,466.0,,8.0,24.0,2.0,0,20,202,291,1,1862.14
2.0,11.0,465.0,,8.0,15.0,2.0,0,2,67,7,1,1150.34
2.0,11.0,484.0,,61.0,3.0,2.0,0,0,18,493,0,1361.64
4.0,39.0,633.0,,24.0,3.0,2.0,0,3,34,8,1,1433.14
2.0,11.0,281.0,,8.0,24.0,2.0,1,29,292,2,1,3935.64
2.0,11.0,313.0,,47.0,1.0,2.0,0,6,48,410,0,1361.64
1.0,17.0,931.0,,7.0,18.0,2.0,0,10,51,643,0,1576.14
1.0,17.0,439.0,,56.0,4.0,2.0,0,4,38,403,0,1862.14
4.0,4.0,907.0,,24.0,10.0,2.0,0,3,37,27,1,1004.14
2.0,26.0,673.0,,8.0,21.0,2.0,0,7,55,76,1,1433.14
2.0,27.0,632.0,,8.0,3.0,2.0,0,13,105,41,1,1318.74
2.0,52.0,890.0,,8.0,24.0,2.0,0,2,9,412,0,1147.14
2.0,11.0,465.0,,8.0,3.0,2.0,0,3,59,232,1,1290.14
2.0,11.0,859.0,,47.0,3.0,2.0,1,3,112,0,1,3150.43
0.0,40.0,808.0,,39.0,4.0,2.0,0,10,115,226,1,1290.14
4.0,20.0,767.0,,24.0,3.0,2.0,0,5,78,391,1,1311.05
4.0,20.0,320.0,,55.0,6.0,0.0,0,0,18,124,1,503.64
4.0,20.0,271.0,,24.0,8.0,2.0,0,5,61,638,0,1269.87
0.0,40.0,685.0,,47.0,18.0,2.0,0,5,29,236,1,475.04
2.0,11.0,859.0,,61.0,3.0,2.0,0,7,106,6,1,1447.26
3.0,38.0,115.0,65.0,48.0,22.0,2.0,0,2,69,3,1,2148.14
3.0,12.0,76.0,,37.0,23.0,2.0,0,1,57,1,1,575.14
2.0,11.0,541.0,,8.0,3.0,2.0,0,1,42,22,1,2148.14
1.0,17.0,931.0,,7.0,3.0,2.0,0,18,108,403,1,1290.14
2.0,43.0,190.0,,47.0,21.0,2.0,0,3,14,0,1,2076.64
2.0,26.0,519.0,,8.0,15.0,2.0,0,5,27,335,1,546.54
4.0,0.0,465.0,59.0,55.0,3.0,2.0,0,20,205,49,1,3287.17
2.0,22.0,823.0,,9.0,3.0,2.0,0,5,52,46,1,2505.64
2.0,42.0,236.0,,8.0,4.0,2.0,0,5,14,483,0,646.64
2.0,45.0,541.0,,55.0,1.0,2.0,0,1,15,603,0,3320.74
2.0,52.0,466.0,,8.0,24.0,1.0,0,2,72,703,0,1147.14
2.0,26.0,1008.0,,8.0,18.0,2.0,0,4,31,541,0,1433.14
0.0,41.0,1059.0,,66.0,4.0,2.0,0,0,31,7,1,961.24
2.0,11.0,471.0,,56.0,6.0,2.0,0,21,200,714,0,3149.14
2.0,9.0,984.0,,8.0,4.0,1.0,0,4,39,550,0,1406.02
2.0,52.0,683.0,,47.0,8.0,2.0,0,2,10,236,1,1160.59
2.0,21.0,16.0,,24.0,3.0,2.0,0,20,142,453,0,10156.14
4.0,14.0,890.0,,24.0,3.0,1.0,0,6,81,121,1,2148.14
1.0,17.0,127.0,,24.0,3.0,1.0,0,11,111,18,1,1891.03
2.0,45.0,541.0,,56.0,21.0,2.0,0,1,15,79,1,1290.14
2.0,11.0,341.0,,47.0,15.0,2.0,0,6,108,62,1,4078.64
2.0,56.0,341.0,,47.0,15.0,2.0,0,3,50,6,1,1433.14
2.0,11.0,673.0,,56.0,17.0,2.0,0,17,95,690,0,7347.35
2.0,52.0,86.0,,8.0,24.0,1.0,0,1,19,7,1,1147.14
2.0,21.0,235.0,,66.0,3.0,2.0,0,3,20,411,1,660.94
4.0,0.0,164.0,,24.0,6.0,2.0,0,3,22,579,0,1433.14
2.0,11.0,675.0,,8.0,1.0,2.0,0,1,109,106,1,360.64
2.0,21.0,1097.0,,61.0,24.0,2.0,0,4,33,453,0,1147.14
4.0,39.0,465.0,,24.0,6.0,2.0,0,5,79,0,1,2720.14
2.0,11.0,798.0,,39.0,3.0,2.0,0,0,27,658,0,2148.14
1.0,17.0,1008.0,,24.0,15.0,2.0,0,12,149,219,1,1351.67
4.0,20.0,289.0,,24.0,10.0,2.0,0,2,34,2,1,1730.05
4.0,20.0,571.0,,24.0,24.0,2.0,0,8,26,399,0,2133.84
2.0,52.0,705.0,,39.0,15.0,2.0,0,5,39,7,1,503.64
2.0,29.0,488.0,,8.0,24.0,2.0,0,7,60,77,1,575.14
2.0,11.0,458.0,,8.0,3.0,2.0,0,3,16,62,1,792.26
2.0,11.0,685.0,,61.0,15.0,2.0,0,0,43,43,1,1218.64
2.0,21.0,184.0,,8.0,4.0,2.0,0,12,66,209,1,1433.14
0.0,18.0,931.0,,66.0,3.0,2.0,0,11,60,565,0,2863.14
2.0,45.0,798.0,,39.0,15.0,1.0,0,1,23,374,0,875.02
2.0,9.0,798.0,,66.0,3.0,1.0,0,8,126,524,0,2577.14
1.0,17.0,2.0,,24.0,21.0,2.0,0,6,47,8,1,5794.64
2.0,11.0,380.0,,47.0,4.0,2.0,0,6,93,91,1,2418.6
2.0,21.0,488.0,,12.0,6.0,2.0,0,7,81,477,0,2505.64
2.0,56.0,796.0,,51.0,3.0,2.0,0,1,17,1,1,1862.14
2.0,11.0,732.0,,47.0,18.0,1.0,0,3,54,570,0,1075.64
4.0,53.0,190.0,,45.0,15.0,1.0,0,4,16,528,0,1433.14
2.0,11.0,423.0,,66.0,3.0,2.0,0,2,11,370,0,2863.14
1.0,8.0,271.0,,16.0,3.0,2.0,0,21,74,337,1,1719.14
2.0,21.0,291.0,,24.0,3.0,1.0,0,16,194,377,0,8154.14
2.0,11.0,47.0,,61.0,4.0,2.0,0,3,25,3,1,5937.64
1.0,17.0,640.0,,24.0,3.0,1.0,0,6,85,2,1,4579.14
2.0,26.0,229.0,,56.0,3.0,1.0,0,1,27,1,1,1058.87
2.0,22.0,465.0,,8.0,3.0,2.0,0,5,27,713,0,1032.74
1.0,17.0,16.0,,24.0,6.0,2.0,0,11,175,8,1,6186.27
3.0,38.0,115.0,,20.0,10.0,2.0,0,15,200,32,1,1933.64
2.0,21.0,499.0,,39.0,23.0,2.0,1,37,285,38,1,5723.14
4.0,6.0,235.0,,24.0,6.0,1.0,0,4,36,376,1,718.14
4.0,6.0,465.0,,55.0,6.0,2.0,0,5,78,19,1,1530.09
2.0,21.0,16.0,,32.0,19.0,2.0,1,64,537,27,1,5008.14
2.0,30.0,557.0,,32.0,3.0,2.0,0,8,48,18,1,2148.14
4.0,39.0,903.0,,55.0,17.0,1.0,0,7,16,502,0,718.14
3.0,7.0,863.0,,37.0,20.0,2.0,0,3,28,28,1,560.84
2.0,11.0,16.0,,8.0,3.0,2.0,0,6,43,585,0,2148.14
2.0,11.0,286.0,,47.0,4.0,2.0,0,2,28,397,0,2148.14
1.0,17.0,879.0,,33.0,3.0,1.0,0,7,61,404,0,816.19
4.0,20.0,907.0,,55.0,21.0,2.0,0,5,14,13,1,2148.14
1.0,8.0,498.0,168.0,40.0,8.0,2.0,0,18,205,46,1,2148.14
2.0,45.0,981.0,,66.0,3.0,1.0,0,2,48,13,1,1104.24
2.0,45.0,512.0,,47.0,12.0,2.0,0,3,15,501,0,689.54
0.0,15.0,541.0,,24.0,3.0,2.0,0,6,75,87,1,1147.14
2.0,50.0,525.0,,8.0,24.0,1.0,0,3,55,33,1,1290.14
4.0,14.0,498.0,,55.0,3.0,2.0,0,3,35,268,1,1433.14
2.0,9.0,943.0,,66.0,3.0,2.0,0,8,87,14,1,6581.14
2.0,9.0,943.0,,66.0,3.0,2.0,0,8,87,14,1,6581.14
2.0,56.0,466.0,,61.0,3.0,2.0,0,2,44,1,1,2133.84
2.0,26.0,541.0,,66.0,10.0,1.0,0,2,27,501,0,1433.14
4.0,53.0,465.0,27.0,55.0,3.0,1.0,0,4,57,1,1,1554.29
2.0,56.0,17.0,,47.0,16.0,2.0,0,4,33,403,1,2148.14
2.0,45.0,470.0,,56.0,19.0,2.0,0,1,35,171,1,318.53
2.0,11.0,466.0,,8.0,4.0,2.0,0,2,39,0,1,2133.84
4.0,4.0,433.0,,40.0,7.0,2.0,0,1,55,561,0,1002.98
2.0,11.0,476.0,,8.0,25.0,2.0,0,9,60,603,0,4078.64
2.0,11.0,465.0,,47.0,3.0,2.0,0,14,213,11,1,4799.65
2.0,52.0,666.0,,61.0,18.0,2.0,0,7,43,577,0,1147.14
2.0,52.0,336.0,,8.0,15.0,2.0,0,5,27,103,1,2148.14
2.0,36.0,541.0,,8.0,12.0,2.0,0,5,52,84,1,918.34
4.0,53.0,16.0,,7.0,19.0,1.0,0,5,50,33,1,1719.14
2.0,11.0,428.0,,66.0,16.0,2.0,0,0,5,0,1,1904.84
1.0,17.0,720.0,123.0,24.0,18.0,2.0,0,5,278,2,1,9870.14
1.0,17.0,498.0,207.0,24.0,21.0,1.0,0,13,187,677,0,4007.14
4.0,53.0,47.0,,24.0,24.0,2.0,0,16,507,1,1,4293.14
2.0,45.0,466.0,,61.0,3.0,2.0,0,10,85,124,1,1147.14
2.0,26.0,541.0,,8.0,24.0,2.0,0,7,38,55,1,2434.14
3.0,38.0,643.0,,48.0,22.0,2.0,0,4,112,5,1,1933.64
2.0,50.0,852.0,,61.0,3.0,1.0,0,1,8,0,1,1004.14
2.0,11.0,925.0,,8.0,3.0,1.0,1,30,173,575,1,975.54
4.0,39.0,127.0,,24.0,6.0,1.0,0,1,18,31,1,789.64
4.0,20.0,289.0,,24.0,8.0,1.0,0,1,33,407,0,1862.14
2.0,50.0,231.0,,47.0,3.0,2.0,0,1,16,29,1,761.04
4.0,39.0,907.0,,55.0,3.0,2.0,0,4,24,707,0,1433.14
4.0,0.0,943.0,,24.0,1.0,2.0,1,50,458,24,1,3077.64
4.0,53.0,362.0,,24.0,21.0,2.0,0,3,42,18,1,1290.14
2.0,9.0,685.0,,8.0,1.0,2.0,0,4,50,677,0,3435.14
2.0,9.0,100.0,,16.0,13.0,2.0,0,13,138,229,1,17163.14
2.0,45.0,428.0,,9.0,3.0,2.0,0,11,34,472,0,2148.14
2.0,56.0,705.0,,66.0,12.0,2.0,0,1,16,1,1,1132.84
2.0,26.0,333.0,,3.0,3.0,2.0,0,7,108,634,0,1290.14
4.0,20.0,1008.0,,24.0,3.0,2.0,0,1,19,6,1,1218.64
2.0,52.0,466.0,,8.0,24.0,2.0,0,2,38,0,1,917.88
2.0,49.0,332.0,,27.0,16.0,2.0,0,3,195,1,1,1933.64
4.0,0.0,950.0,,55.0,3.0,2.0,0,2,14,401,0,2362.64
4.0,20.0,439.0,,24.0,6.0,2.0,0,5,22,416,0,718.14
4.0,53.0,465.0,27.0,55.0,3.0,2.0,0,16,189,45,1,2291.14
2.0,11.0,638.0,,56.0,3.0,2.0,0,24,223,434,0,2005.14
2.0,52.0,541.0,,8.0,12.0,1.0,0,8,25,84,1,1004.14
4.0,14.0,1000.0,,24.0,6.0,1.0,0,3,104,97,1,832.54
2.0,52.0,466.0,,8.0,3.0,1.0,0,7,61,240,1,929.84
2.0,21.0,512.0,,66.0,3.0,2.0,0,1,25,677,0,2505.64
3.0,38.0,47.0,,28.0,10.0,2.0,0,10,82,19,1,1290.14
1.0,17.0,905.0,,24.0,19.0,2.0,0,6,100,0,1,3149.14
1.0,17.0,341.0,,55.0,15.0,1.0,0,2,41,257,1,1004.14
2.0,56.0,1008.0,,39.0,1.0,2.0,0,3,43,48,1,718.4
2.0,21.0,466.0,,8.0,12.0,2.0,0,1,33,523,0,1719.14
2.0,11.0,418.0,,61.0,3.0,2.0,0,3,17,489,0,1418.84
2.0,45.0,1082.0,,8.0,3.0,2.0,0,4,52,67,1,1231.73
2.0,52.0,179.0,,39.0,24.0,1.0,0,1,38,102,1,418.24
2.0,42.0,63.0,,66.0,18.0,2.0,0,0,15,0,1,575.14
2.0,11.0,507.0,,8.0,24.0,2.0,0,2,19,697,0,1576.14
4.0,39.0,428.0,,24.0,6.0,2.0,0,6,64,52,1,1290.14
2.0,50.0,1059.0,,8.0,24.0,1.0,0,10,82,19,1,1300.66
4.0,53.0,541.0,,39.0,16.0,2.0,0,3,18,0,1,1304.06
2.0,56.0,1082.0,,8.0,3.0,2.0,0,1,78,1,1,3559.26
2.0,29.0,465.0,,24.0,3.0,2.0,0,3,68,288,1,6724.14
3.0,7.0,373.0,,28.0,15.0,2.0,0,4,51,391,0,8440.14
0.0,37.0,94.0,,24.0,21.0,2.0,0,3,63,15,1,1067.18
2.0,11.0,495.0,,47.0,17.0,2.0,0,17,146,376,0,3935.64
2.0,9.0,778.0,,66.0,3.0,2.0,0,2,55,0,1,2577.14
2.0,11.0,466.0,,8.0,4.0,2.0,1,15,110,1,1,4293.14
2.0,9.0,289.0,,66.0,3.0,1.0,0,1,41,11,1,861.14
1.0,17.0,931.0,,24.0,24.0,1.0,0,2,35,31,1,1075.64
2.0,56.0,390.0,,66.0,3.0,2.0,0,10,38,28,1,575.14
4.0,0.0,466.0,,24.0,3.0,2.0,0,9,107,16,1,2219.64
2.0,42.0,800.0,,32.0,3.0,2.0,0,2,21,446,0,975.54
2.0,11.0,1049.0,,47.0,18.0,2.0,0,9,64,361,1,2005.14
2.0,9.0,541.0,,66.0,3.0,1.0,0,9,56,685,0,2148.14
0.0,48.0,590.0,,37.0,10.0,2.0,0,0,6,1,1,1932.64
2.0,45.0,705.0,,66.0,15.0,1.0,0,0,45,152,1,2648.64
0.0,19.0,291.0,,66.0,6.0,2.0,0,6,49,68,1,1147.14
2.0,21.0,633.0,,66.0,12.0,1.0,0,10,64,522,0,2304.68
2.0,21.0,289.0,,47.0,12.0,1.0,0,11,77,547,0,3935.64
4.0,6.0,666.0,,24.0,3.0,2.0,0,1,29,456,0,4722.14
2.0,56.0,466.0,,60.0,7.0,2.0,0,1,31,110,1,575.14
1.0,17.0,720.0,123.0,24.0,18.0,2.0,0,12,153,3,1,7725.14
2.0,27.0,16.0,,8.0,11.0,1.0,0,10,88,27,1,1004.14
2.0,27.0,289.0,,66.0,21.0,2.0,1,11,130,59,1,1361.64
1.0,17.0,890.0,,24.0,17.0,2.0,0,11,125,54,1,11014.14
2.0,21.0,620.0,,58.0,15.0,2.0,0,3,23,475,0,2577.14
2.0,21.0,666.0,,66.0,16.0,2.0,0,0,8,0,1,3578.14
4.0,28.0,371.0,,24.0,6.0,1.0,0,6,56,507,0,1290.14
4.0,20.0,865.0,,37.0,18.0,1.0,1,23,228,7,1,3149.14
1.0,8.0,943.0,81.0,39.0,12.0,2.0,0,2,25,0,1,3220.64
2.0,11.0,906.0,,56.0,21.0,1.0,0,7,57,7,1,2429.25
3.0,12.0,959.0,,11.0,21.0,2.0,0,1,21,231,1,1147.14
2.0,26.0,465.0,,66.0,4.0,2.0,0,13,93,27,1,2434.14
2.0,21.0,1045.0,,8.0,3.0,2.0,0,8,113,39,1,2577.14
4.0,6.0,852.0,,24.0,3.0,2.0,0,11,172,215,1,2662.72
2.0,45.0,905.0,,12.0,4.0,1.0,0,1,24,1,1,718.14
2.0,45.0,842.0,,8.0,21.0,2.0,0,3,23,33,1,861.14
2.0,27.0,1046.0,,8.0,17.0,2.0,1,10,258,23,1,5723.14
0.0,58.0,96.0,10.0,53.0,22.0,2.0,0,16,565,689,0,4293.14
4.0,14.0,1000.0,,55.0,9.0,2.0,0,3,30,460,0,1576.14
3.0,7.0,488.0,,28.0,22.0,2.0,0,4,49,619,0,2477.04
4.0,39.0,94.0,,42.0,1.0,2.0,0,7,126,107,1,2045.06
4.0,39.0,465.0,,55.0,11.0,2.0,0,7,55,42,1,3220.64
4.0,39.0,130.0,,24.0,1.0,2.0,0,4,18,601,0,2505.64
4.0,0.0,466.0,,24.0,8.0,1.0,0,4,62,7,1,5236.94
4.0,39.0,890.0,,24.0,18.0,2.0,0,4,100,621,0,1290.14
2.0,11.0,271.0,,47.0,15.0,2.0,0,10,93,616,0,4221.64
2.0,30.0,557.0,,56.0,18.0,2.0,0,6,32,8,1,1147.14
0.0,48.0,485.0,,37.0,18.0,2.0,0,2,31,113,1,930.73
3.0,33.0,1008.0,,24.0,7.0,2.0,0,3,53,173,1,803.94
2.0,50.0,1046.0,,8.0,24.0,2.0,1,13,151,10,1,4991.96
1.0,17.0,2.0,157.0,24.0,3.0,1.0,0,24,148,120,1,4105.67
2.0,56.0,466.0,,8.0,19.0,2.0,0,3,29,17,1,1213.86
4.0,4.0,666.0,,24.0,18.0,1.0,0,8,77,416,0,932.64
2.0,52.0,428.0,,47.0,3.0,2.0,0,11,79,238,1,959.24
1.0,17.0,498.0,95.0,24.0,7.0,1.0,0,2,209,27,1,5151.14
3.0,35.0,418.0,,28.0,10.0,1.0,0,10,18,545,0,861.14
2.0,11.0,906.0,,39.0,3.0,2.0,0,7,113,227,1,3663.94
2.0,52.0,530.0,,8.0,12.0,2.0,0,0,21,1,1,989.84
4.0,6.0,127.0,,24.0,3.0,1.0,0,4,35,276,1,1762.04
0.0,44.0,127.0,,47.0,18.0,2.0,0,4,21,515,0,1290.14
1.0,17.0,1013.0,,24.0,3.0,2.0,0,9,51,391,0,1604.74
4.0,0.0,666.0,,24.0,6.0,2.0,0,6,49,551,0,1433.14
4.0,14.0,796.0,,24.0,3.0,2.0,0,1,68,1,1,6438.14
4.0,0.0,465.0,149.0,55.0,3.0,2.0,0,21,191,5,1,4722.14
2.0,9.0,311.0,,39.0,3.0,2.0,0,6,42,405,0,1727.97
4.0,53.0,633.0,,24.0,3.0,1.0,0,1,28,4,1,3578.14
2.0,11.0,430.0,,9.0,4.0,1.0,0,3,35,54,1,646.64
4.0,53.0,439.0,,55.0,6.0,1.0,0,2,49,105,1,575.14
2.0,11.0,943.0,,61.0,15.0,2.0,0,7,55,638,0,1704.84
2.0,26.0,541.0,,8.0,22.0,2.0,0,5,38,397,0,1719.14
2.0,56.0,905.0,,8.0,18.0,2.0,0,1,18,492,0,1147.14
1.0,17.0,890.0,,24.0,18.0,2.0,0,4,42,77,1,889.44
2.0,11.0,808.0,,56.0,18.0,2.0,0,6,100,37,1,3578.14
4.0,20.0,1000.0,,33.0,7.0,1.0,0,1,24,44,1,1719.14
2.0,56.0,16.0,,66.0,3.0,2.0,0,8,92,113,1,658.46
2.0,26.0,16.0,,8.0,7.0,2.0,0,11,116,404,1,1293.17
4.0,4.0,531.0,,37.0,24.0,2.0,0,5,47,593,1,889.74
2.0,56.0,236.0,,24.0,17.0,0.0,0,14,91,17,1,1218.64
4.0,0.0,465.0,159.0,24.0,3.0,1.0,0,6,63,6,1,3578.14
2.0,11.0,179.0,,61.0,15.0,2.0,0,3,60,14,1,719.87
3.0,7.0,409.0,,48.0,24.0,2.0,0,9,49,505,0,4722.14
